"SbjNum","Nquest","Data_ENTREVISTA","MUN","UF","REG","T_ZONA","T_RESID","D02","T_D01A_1","T_D01A_2","T_D01A_3","D01A_IDADE","D01A_FX_ID","D03","D06","D06a","D08","D07a","Q01","Q02a","Q02b","Q02c","Q02d","Q02e","Q02f","Q02g","Q03","Q04a","Q04b","Q04c","Q04d","Q05a","Q05b","Q05c","Q06","Q07a","Q07b","Q07c","Q07d","Q07e","Q07f","Q07g","Q07h","Q07i","Q07j","Q07l","Q07m","Q07n","Q07o","Q08","Q08b","Q09","Q10P1a","Q10P1b","Q10P2a","Q10P2b","Q10G1","Q10G2","Q10CD","Q10AL","Q10AL_DF","Q10S","Q11a","Q11b","Q11c","Q12","Q13","Q14A","Q14A2","Q14B","Q14B_agregada","Q14B2","Q14B2_agregada","Q14G1","Q14G1_agregada","Q14G2","Q14G2_agregada","Q14S1","Q14S1_agregada","Q14S2","Q14S2_agregada","Q14CD","Q14CD_agregada","Q14AL","Q14AL_agregada","Q14AL_DF","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q16_9","Q16_10","Q16_11","Q16_12","Q16_13","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q17_8","Q17_9","Q17_10","Q17_11","Q17_12","Q17_13","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q18_13","Q19","Q22","Q23a","Q23b","Q23c","Q23d","Q24","Q25a","Q25b","Q26a","Q26b","Q27a","Q27b","Q27c","Q27d","Q28_codigos_desagregados","Q28_codigos_agregados1","Q29","Q30a","Q30b","Q30c","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q31_10","Q31_11","Q31_12","Q31_13","Q31_14","Q32","D04","D05","D09_RENDAF","D09a_FX_RENDAF","D09a_RENDAF","D11","D10","D10a","D12_COR","D12a","D20","ID_entrevistador","sexo_entrevistador","peso"
"177246292",534.0,"11/23/2022",2507507,25,2,1,1,2,7.0,12.0,1976.0,45.0,5,5,15,,,,4,3,3,0,0,0,0,,97,97,4,4,4,2,2,2,0,3,3,3,4,4,4,4,3,4,4,3,3,3,3,2,2,3,1,4,5,,25003,,97,119,,25006,,,,3,1,1,5,9,1,,,25001,1,,,97,3,97,3,97,3,164,1,,5,6,6,96,5,8,4,6,6,2,96,2,96,3,2,7,96,96,7,7,96,96,96,6,96,96,2,0,0,95,0,10,95,0,0,0,95,95,95,0,95,97,2,2,,,2,5,5,3,3,1,4,5,1,97,97,1,2,1,2,2,2,2,2,2,2,2,1,97,1,2,1,1,97,1,1,2,1800,2,,6,5,55,8,2,2.0,137.0,2,1.15879525842959
"177246401",535.0,"11/23/2022",5300108,53,3,1,1,2,11.0,6.0,1987.0,35.0,4,7,15,,,,1,4,7,0,0,7,7,3,2,5,5,5,1,5,5,2,1,3,3,3,1,3,3,1,1,3,1,1,3,1,1,1,3,3,1,4,1,1,53008,,97,,105,53002,2,,,3,5,1,1,9,1,2,1,97,3,53002,1,97,3,97,3,97,3,,,97,5,96,10,96,96,0,3,7,7,8,96,96,96,96,4,10,96,96,0,4,96,96,96,0,8,96,0,96,10,96,96,0,96,96,10,96,96,96,96,96,10,4,2,2,,,2,5,2,3,4,5,97,3,1,13,13,97,1,1,2,1,3,1,1,1,3,2,3,2,2,3,1,1,1,1,1,2,999997,97,1,1,3,,1,4,5.0,104.0,2,0.277408423066496
"177246405",536.0,"11/23/2022",3159605,31,1,1,1,2,31.0,1.0,1959.0,63.0,6,4,13,,,,2,0,7,7,0,7,7,2,2,97,4,2,2,2,2,2,10,2,3,3,1,3,3,3,1,3,3,1,1,1,3,3,1,2,1,4,1,1,31010,,97,97,,97,2,,,3,1,1,1,9,1,2,1,31008,1,31001,1,97,3,97,3,97,3,97,3,,5,96,96,96,96,96,96,96,96,96,96,96,96,96,8,9,96,96,10,96,96,96,96,9,96,96,9,95,10,8,95,5,4,95,95,8,95,95,5,95,9,4,2,2,,,2,5,5,3,1,4,4,3,1,97,97,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,6,2,1220,2,,1,3,,5,2,1.0,113.0,2,1.00172226395002
"177246406",537.0,"11/23/2022",3159605,31,1,1,1,1,28.0,8.0,1994.0,28.0,3,6,6,1,2,3,3,3,0,4,2,3,7,3,2,1,1,4,2,1,1,2,5,3,2,2,3,3,4,3,1,3,2,2,2,1,3,1,1,1,1,4,1,1,31010,,413,383,,31003,1,,,3,5,1,1,9,1,2,1,31008,1,31001,1,31002,1,97,3,97,3,97,3,,5,4,5,96,6,1,7,5,8,5,96,96,4,6,5,10,8,5,0,10,5,5,96,4,5,96,96,95,95,2,2,0,95,5,5,1,95,1,95,5,10,4,2,2,,,2,5,5,3,4,1,1,3,1,9,1,2,2,1,1,1,3,1,1,2,3,2,3,3,1,1,1,3,1,2,1,2,6200,5,,2,3,,2,2,5.0,113.0,2,1.53743210179835
"177246407",538.0,"11/23/2022",3159605,31,1,1,1,1,6.0,12.0,1981.0,40.0,4,8,2,1,2,3,2,0,0,0,7,7,7,2,2,1,1,5,5,1,1,5,4,4,3,3,1,3,3,3,3,3,1,1,3,2,2,1,1,4,1,4,1,1,31010,,97,97,,31003,1,,,3,4,1,1,9,1,2,1,31008,1,31001,1,60,4,60,4,97,3,170,2,,5,96,96,96,96,96,96,96,96,96,96,96,96,96,3,10,1,96,0,1,2,1,0,1,0,0,1,6,6,6,6,0,6,6,6,6,6,6,6,6,10,4,2,2,,,3,5,5,2,4,5,3,4,1,1,1,2,2,1,2,1,2,1,1,2,1,2,3,2,1,2,2,2,2,2,1,2,3336,3,,4,3,,5,2,3.0,113.0,2,0.727153995728595
"177246408",539.0,"11/23/2022",3159605,31,1,1,1,2,23.0,9.0,1989.0,33.0,3,9,4,1,5,3,3,0,2,0,0,0,3,,5,1,1,5,1,2,1,1,7,2,2,1,2,4,3,2,1,1,2,2,2,3,2,2,2,3,1,4,4,,31010,,427,383,,31005,,,,2,1,5,5,,,,,,,,,,,,,,,,,,5,96,96,96,1,1,3,96,96,96,96,96,96,96,3,6,96,96,2,1,96,96,96,7,96,96,5,95,95,95,95,95,95,95,95,95,95,95,95,95,7,2,2,2,,,2,5,5,3,4,4,4,5,1,4,4,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3600,3,,5,3,,2,3,3.0,113.0,2,1.17142423375575
"177246409",540.0,"11/23/2022",3159605,31,1,1,1,1,13.0,2.0,1993.0,29.0,3,8,4,1,2,3,3,0,0,0,0,0,7,2,1,1,1,1,4,5,5,5,0,2,3,3,2,3,3,3,1,3,4,1,2,2,3,2,1,2,1,4,1,1,31010,,97,97,,31003,4,,,3,5,1,1,9,1,2,1,31008,1,31001,1,97,3,97,3,97,3,97,3,,5,96,10,96,5,0,96,96,96,4,96,5,96,96,7,10,96,96,0,7,96,96,96,3,96,96,96,95,10,95,95,0,95,95,95,95,95,95,95,95,10,4,2,2,,,2,5,5,3,3,2,3,3,1,7,7,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,3,2,6500,5,,3,3,,7,2,6.0,113.0,2,1.35156066313051
"177246410",541.0,"11/23/2022",3159605,31,1,1,1,2,22.0,11.0,1957.0,65.0,7,7,4,1,5,3,3,0,7,7,0,0,0,,2,2,2,5,2,1,4,2,7,4,3,4,3,3,3,4,1,1,3,3,2,4,3,4,4,5,1,6,1,2,31010,,97,97,,31003,2,,,4,1,1,1,5,1,1,1,31008,1,31001,1,97,3,97,3,97,3,97,3,,5,96,96,96,96,9,96,96,96,96,96,96,96,8,9,7,96,96,9,9,96,96,96,10,96,96,10,95,95,95,95,2,95,95,95,95,95,95,95,95,2,4,2,2,,,3,5,5,3,3,5,4,3,1,4,4,1,97,2,2,1,3,3,1,2,1,2,1,1,1,2,1,1,2,2,4,2,1220,2,,1,3,,5,2,3.0,113.0,2,0.574841868246264
"177246411",542.0,"11/23/2022",3159605,31,1,1,1,2,11.0,10.0,1991.0,31.0,3,9,15,,,,4,0,0,0,0,0,0,,2,1,5,5,4,4,2,5,7,2,2,2,2,2,4,4,4,1,3,2,3,1,2,2,2,2,1,98,1,98,98,,98,98,,98,2,,,4,4,1,1,98,777,98,777,98,777,98,777,98,777,98,777,98,777,98,777,,5,96,8,96,96,6,96,96,2,1,96,96,96,96,3,8,96,96,7,7,96,96,96,2,96,96,96,96,7,96,96,0,96,96,96,96,96,96,96,96,5,3,2,2,,,2,5,3,3,2,4,4,2,1,9,1,2,1,1,1,1,3,3,2,2,3,2,3,1,1,1,3,3,1,2,1,2,1220,2,,1,5,6,2,3,3.0,113.0,2,0.711291684675861
"177246412",543.0,"11/23/2022",3159605,31,1,1,1,2,8.0,2.0,1957.0,65.0,7,9,13,,,,3,0,7,0,0,0,7,2,3,3,4,4,2,5,5,4,5,3,3,3,1,3,1,1,1,4,3,3,3,1,3,3,3,4,1,6,1,2,31010,,97,383,,31003,1,,,3,1,1,1,3,1,1,1,31008,1,31001,1,97,3,97,3,97,3,97,3,,5,96,96,96,96,6,96,96,96,96,96,96,96,96,3,4,96,96,7,5,96,96,96,3,96,96,6,95,95,95,95,95,95,95,95,95,95,95,95,95,96,3,2,2,,,2,5,5,2,4,4,4,3,1,97,97,1,2,2,2,1,97,1,2,2,1,2,3,2,1,2,1,1,2,2,3,2,1220,2,,2,3,,2,3,1.0,113.0,2,0.637674437301339
"177246413",544.0,"11/23/2022",3159605,31,1,1,1,1,11.0,1.0,1952.0,70.0,7,3,13,,,,3,0,7,0,0,0,0,,1,1,5,1,1,5,5,5,9,3,1,1,3,3,3,3,1,3,1,3,2,1,1,4,4,2,1,6,1,2,31010,,97,97,,97,2,,,2,5,1,1,97,3,97,3,97,3,97,3,97,3,97,3,97,3,250,3,,3,4,96,96,96,2,96,96,96,96,96,96,96,3,4,3,96,96,8,6,96,96,96,6,10,96,7,95,95,95,95,95,95,95,95,95,95,95,95,95,9,2,2,2,,,3,5,4,2,2,5,5,3,2,9,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,6,2,2240,2,,2,3,,2,3,2.0,113.0,2,1.05863265835898
"177247707",545.0,"11/23/2022",2800308,28,2,1,1,1,16.0,3.0,1997.0,25.0,3,7,4,3,3,3,3,0,0,0,1,0,1,,1,1,5,5,4,1,5,1,6,4,4,3,2,4,4,3,3,4,2,2,3,2,4,3,4,2,5,,1,1,,50,,,,,,,,4,2,1,1,10,1,2,1,50,4,50,4,50,4,50,4,50,4,50,4,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,9,8,8,10,5,1,,29,2,3,5,5,3,3,3,3,3,2,13,13,1,2,2,1,1,1,1,2,1,1,1,2,1,2,3,1,1,1,1,3,2,4000,4,,5,3,,2,3,3.0,126.0,2,1.30790997131543
"177247750",546.0,"11/23/2022",2201507,22,2,1,1,2,30.0,12.0,1950.0,71.0,7,2,13,,,,97,0,0,7,0,0,0,,3,97,98,1,1,3,97,3,0,4,4,4,1,4,97,97,1,97,97,4,2,4,4,5,4,5,1,6,1,2,22006,,422,220,,22004,2,,,2,1,4,1,,,1,1,,,,,,,,,,,,,,1,97,10,1,97,10,97,97,97,97,97,96,97,97,2,0,97,97,10,9,96,96,96,2,97,97,9,95,95,95,95,0,95,95,95,95,95,95,95,95,0,97,2,2,,,2,4,97,4,4,2,97,97,2,97,97,2,97,97,97,1,97,97,2,2,2,97,2,2,1,97,1,1,97,1,1,2,2400,2,,1,3,,8,2,5.0,149.0,1,1.17398791703308
"177247751",547.0,"11/23/2022",2201507,22,2,1,1,1,15.0,8.0,1965.0,57.0,6,3,4,3,5,1,2,7,7,0,0,0,0,,2,1,1,1,3,2,1,2,97,1,1,2,1,1,1,1,4,1,1,3,1,1,1,2,1,4,1,6,1,2,22006,,97,97,,22006,1,,,1,3,1,1,5,1,2,1,22010,1,,,97,3,97,3,97,3,97,3,,5,96,96,97,97,10,10,96,96,96,96,96,10,10,10,10,7,7,10,10,8,8,6,7,5,8,7,10,10,10,8,7,8,8,5,7,8,8,9,10,10,2,1,,4,1,1,4,2,3,4,4,4,2,1,51,13,2,1,1,1,1,1,1,2,2,2,97,2,97,1,1,1,1,1,1,3,1,2000,2,,2,5,19,2,97,2.0,149.0,1,0.420156451125958
"177247752",548.0,"11/23/2022",2201507,22,2,1,1,2,2.0,2.0,1984.0,38.0,4,5,3,1,2,3,4,0,2,0,0,0,7,2,2,2,1,2,4,97,1,1,7,2,3,3,2,3,2,2,3,2,2,1,3,1,2,2,3,3,1,4,1,1,50,,50,50,,50,3,,,3,4,1,1,97,3,1,1,97,3,,,97,3,97,3,97,3,97,3,,5,97,97,2,97,5,97,96,5,4,97,97,97,97,5,10,6,96,7,5,4,96,96,4,96,96,4,95,96,3,95,5,95,95,7,95,95,95,95,95,95,4,2,1,4,1,2,5,5,3,4,97,1,4,1,97,97,97,1,1,1,1,97,1,1,2,1,2,3,1,1,2,1,1,1,1,1,1,2400,2,,5,5,2,8,2,3.0,149.0,1,1.22475329007692
"177247753",549.0,"11/23/2022",2201507,22,2,1,1,1,20.0,10.0,1980.0,42.0,4,9,1,1,1,3,1,0,3,1,0,1,7,2,2,1,5,5,3,5,5,1,9,3,1,3,1,1,1,2,1,2,3,1,1,1,1,2,2,2,1,4,1,1,22008,,132,220,,22004,3,,,2,3,1,1,9,1,2,1,22001,1,,,97,3,97,3,251,3,107,1,,5,5,6,96,5,3,3,4,4,0,1,2,3,5,7,8,5,7,4,4,4,5,0,3,8,4,4,5,6,5,6,4,4,5,5,0,3,6,5,5,7,2,2,2,,,3,5,5,4,3,3,4,4,1,7,7,1,2,1,2,1,97,2,1,2,1,3,2,2,1,1,1,1,1,1,1,1,3600,3,,5,3,,8,2,4.0,149.0,1,0.852202287529759
"177247754",550.0,"11/23/2022",2201507,22,2,1,1,1,4.0,7.0,1991.0,31.0,3,7,1,1,1,3,3,2,3,7,2,4,7,2,2,4,3,97,1,2,1,2,7,3,3,3,3,3,3,3,1,2,3,3,3,3,3,2,3,2,1,4,1,1,22008,,132,220,,22004,3,,,3,3,1,1,5,1,1,1,97,3,,,97,3,97,3,97,3,97,3,,4,7,10,0,10,4,5,2,6,2,2,6,5,2,3,10,3,2,2,4,6,2,3,0,7,2,7,7,10,5,10,3,5,3,6,3,2,3,5,6,10,4,1,,15,2,3,5,5,3,4,1,2,4,1,13,13,2,2,2,1,1,97,3,97,2,2,2,2,2,1,1,1,1,1,1,2,1,2400,2,,5,3,,5,1,4.0,149.0,1,0.371030843435607
"177248011",551.0,"11/23/2022",5300108,53,3,1,2,2,10.0,2.0,2005.0,17.0,1,6,11,,,,3,0,1,7,0,0,7,2,3,5,2,5,2,2,3,2,10,4,3,3,2,3,1,3,1,1,3,3,2,2,3,5,3,2,4,,1,2,,,,,,,,,,3,1,1,1,11,1,2,1,97,3,97,3,97,3,97,3,97,3,,,97,5,96,96,96,5,5,8,8,96,96,96,7,1,96,5,0,4,96,10,96,96,96,96,96,96,96,5,96,96,96,96,5,96,96,96,96,96,96,96,96,5,3,2,2,,,3,5,5,3,4,4,3,3,2,97,97,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,2,999997,97,4,1,3,,8,2,3.0,104.0,2,1.26433231464942
"177248574",552.0,"11/22/2022",3550308,35,1,1,1,2,21.0,11.0,1950.0,72.0,7,3,13,,,,4,7,7,0,0,0,0,,1,98,4,4,2,98,5,5,10,98,4,3,4,3,3,4,3,3,3,2,3,4,2,2,1,3,1,4,1,1,35007,97,97,97,,35003,2,,,2,1,1,1,97,3,97,3,35001,1,35001,1,70,5,97,3,97,3,97,3,,5,97,97,97,97,0,96,96,97,97,97,97,96,97,97,9,96,96,0,5,96,96,96,96,96,96,96,95,96,95,95,95,95,95,95,95,95,95,95,95,95,2,2,2,,,2,97,97,4,97,97,98,1,2,,,97,98,2,97,97,2,2,1,97,2,2,2,2,1,98,1,1,2,2,6,2,999998,99,99,2,5,7,8,2,9.0,150.0,1,1.00172226395002
"177248575",553.0,"11/22/2022",3550308,35,1,1,2,1,27.0,5.0,1992.0,30.0,3,8,11,,,,3,0,0,2,1,2,1,,2,1,2,3,2,4,3,2,10,4,2,2,1,4,3,4,4,4,2,4,2,1,2,5,4,3,4,,1,50,,35002,,,,,,,,3,2,4,4,,,,,,,,,,,,,,,,,,3,5,5,6,5,0,0,5,4,0,5,5,5,5,3,2,96,96,0,0,0,96,0,5,5,96,96,3,3,6,4,0,2,2,2,0,7,8,96,4,7,4,2,2,,,2,5,5,4,2,4,3,5,1,11,11,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,1,3,2,1500,2,,6,96,,2,3,3.0,150.0,1,0.595709705431049
"177248576",554.0,"11/22/2022",3550308,35,1,1,2,1,23.0,4.0,1969.0,53.0,5,9,6,1,2,3,1,7,7,7,7,7,0,,2,1,1,5,5,5,5,5,5,1,2,2,1,2,2,4,4,4,4,4,2,2,2,5,4,5,1,6,1,2,35007,35001,330,183,,35008,3,,,4,1,1,1,5,1,1,1,35004,1,35002,1,97,3,97,3,97,3,97,3,,5,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,10,10,10,10,10,10,10,10,10,10,10,5,3,2,2,,,2,5,5,4,3,2,2,5,1,2,2,1,2,2,2,2,1,1,2,3,2,3,3,1,3,2,3,3,2,2,3,1,7000,5,,3,4,,7,2,2.0,150.0,1,1.1959964804909
"177248577",555.0,"11/22/2022",3550308,35,1,1,2,1,21.0,6.0,1951.0,71.0,7,3,13,,,,3,1,3,0,0,0,0,,2,1,5,5,5,5,5,5,10,2,2,1,2,3,1,3,1,1,1,3,2,1,1,4,3,5,1,6,1,2,35007,35001,97,97,,35008,2,,,4,1,1,1,11,1,1,1,35004,1,35002,1,97,3,97,3,97,3,228,1,,5,4,0,4,8,10,6,5,9,10,8,4,3,6,8,0,4,5,10,10,7,5,10,10,5,5,10,95,10,10,10,10,10,10,10,10,95,95,10,10,10,5,2,2,,,2,5,5,4,4,1,5,5,2,40,40,1,2,2,2,1,1,1,1,2,2,1,2,1,1,3,1,1,2,2,2,2,1800,2,,3,3,,2,3,2.0,150.0,1,1.05863265835898
"177248578",556.0,"11/23/2022",3550308,35,1,1,1,1,17.0,9.0,1960.0,62.0,6,4,4,1,5,3,2,0,7,7,4,2,2,,1,1,1,5,1,5,5,5,10,3,3,3,1,3,3,3,1,4,4,3,4,3,3,4,4,5,1,8,1,2,35007,35001,97,183,,35008,1,,,4,1,1,1,5,1,1,1,35004,1,35002,1,35005,1,35005,1,98,777,70,5,,5,10,0,0,0,10,6,8,10,0,0,0,0,10,4,0,0,0,10,10,10,0,0,0,96,0,7,10,10,10,0,0,10,10,10,0,96,96,96,10,5,2,2,2,,,3,5,5,3,3,5,5,4,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2500,3,,1,3,,8,2,4.0,150.0,1,1.38165859528817
"177248579",557.0,"11/23/2022",3550308,35,1,1,1,1,11.0,5.0,1996.0,26.0,3,7,17,,,,3,0,3,0,2,0,3,,2,1,3,5,1,5,2,2,9,3,3,3,3,3,3,3,1,3,3,3,3,1,3,2,2,2,1,1,1,1,35009,35002,384,60,,35005,3,,,3,2,1,1,3,1,2,1,35004,1,60,4,60,4,60,4,97,3,97,3,,4,5,6,5,5,2,5,5,6,4,96,5,5,5,7,6,5,5,3,5,4,4,3,3,4,3,4,4,6,5,5,4,5,5,5,4,4,5,5,5,5,3,2,2,,,3,5,5,3,4,4,3,5,1,40,40,1,1,1,2,1,1,1,1,2,3,2,3,1,3,3,1,1,3,1,3,2,1200,1,,4,3,,1,3,3.0,150.0,1,0.677633826928043
"177248580",558.0,"11/23/2022",3550308,35,1,1,2,2,1.0,12.0,1996.0,25.0,3,6,4,1,5,3,3,7,7,0,2,0,7,1,3,4,5,5,2,5,5,3,5,3,3,3,3,3,1,3,97,3,3,3,4,3,2,4,3,4,1,6,1,2,35007,35001,60,60,,60,2,,,2,1,1,1,2,1,1,1,97,3,97,3,97,3,97,3,97,3,97,3,,5,2,2,96,3,10,3,3,2,2,96,96,96,96,1,0,96,96,10,10,5,96,10,5,0,96,96,96,96,96,96,97,97,97,97,97,97,97,97,96,96,4,2,2,,,2,5,5,3,4,5,4,4,2,7,7,97,1,2,2,1,1,1,3,2,2,3,3,1,1,2,1,1,1,1,3,2,1200,1,,3,5,997,7,1,3.0,150.0,1,0.378013028819523
"177248581",559.0,"11/23/2022",3550308,35,1,1,2,1,15.0,8.0,1972.0,50.0,5,9,2,1,2,3,2,4,0,0,6,4,7,2,5,5,5,5,1,1,1,1,0,3,3,1,3,1,1,1,4,4,3,3,3,3,1,2,2,1,1,6,1,2,35010,35002,195,464,,60,2,,,3,1,4,5,,,,,,,,,,,,,,,,,,5,6,6,6,6,8,4,6,6,8,8,6,96,96,10,0,6,6,8,8,0,6,8,6,6,96,8,1,1,10,9,10,10,5,1,10,96,96,10,97,10,1,2,1,4,1,2,5,5,3,2,5,5,3,1,40,40,1,2,1,2,1,1,1,2,1,2,3,1,2,2,1,1,97,1,2,4,2,3600,3,,5,98,,7,1,1.0,150.0,1,0.405596447204016
"177248582",560.0,"11/23/2022",3550308,35,1,1,2,2,1.0,2.0,1984.0,38.0,4,7,17,,,,3,0,2,0,3,0,0,,3,3,5,1,5,5,5,5,0,3,3,3,1,2,2,3,3,3,3,3,3,1,3,5,4,3,1,6,1,2,35007,35001,97,97,,97,3,,,3,5,1,1,5,1,1,1,97,3,97,3,70,5,70,5,97,3,97,3,,5,3,3,96,96,7,5,5,5,5,96,96,96,96,0,5,0,0,6,4,3,3,0,3,3,3,3,97,97,97,97,97,97,97,97,97,97,97,97,97,10,4,2,2,,,2,5,5,3,2,5,5,5,2,97,97,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1200,1,,6,5,1,8,2,3.0,150.0,1,0.599699076279965
"177248942",561.0,"11/23/2022",5300108,53,3,1,2,2,17.0,5.0,1962.0,60.0,6,5,15,,,,4,0,7,4,3,7,7,2,2,1,5,5,5,5,5,5,10,2,2,3,1,2,1,3,1,1,3,3,3,3,2,5,4,5,1,6,1,2,97,,97,,97,97,1,,,2,1,4,4,,,,,,,,,,,,,,,,,,5,96,96,96,96,10,96,96,96,5,96,5,96,4,4,0,0,0,10,10,6,0,0,8,3,3,9,96,96,96,96,0,96,96,96,96,96,96,96,3,96,2,2,2,,,2,5,5,4,4,5,4,5,1,14,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,2,2,999997,97,2,3,5,8,7,1,4.0,104.0,2,0.630994916035945
"177249197",562.0,"11/23/2022",3101805,31,1,1,1,2,28.0,8.0,1989.0,33.0,3,9,1,2,1,3,1,0,7,0,0,7,7,2,2,1,1,2,2,4,4,4,5,2,2,3,2,3,3,2,2,2,2,1,1,1,2,2,1,1,1,4,1,1,31010,,326,223,,31003,1,,,1,5,1,1,9,1,2,1,31008,1,31001,1,31012,1,31007,1,97,3,97,3,,5,5,9,97,96,0,8,5,5,3,96,96,96,97,0,10,5,5,0,0,4,4,3,0,3,96,0,97,10,97,97,0,5,5,7,0,96,96,96,97,10,2,2,2,,,2,5,5,3,3,2,3,3,1,12,12,2,1,1,1,1,2,2,1,2,2,2,2,1,1,3,1,1,1,2,1,2,2424,2,,1,5,4,2,2,5.0,112.0,2,0.563685306767699
"177249198",563.0,"11/23/2022",3101805,31,1,1,1,2,30.0,3.0,1988.0,34.0,3,9,4,1,2,3,2,0,7,7,0,7,7,2,2,1,1,1,5,5,4,5,4,1,3,1,1,2,1,3,1,1,2,3,1,2,1,5,4,4,1,6,1,2,31004,,232,97,,31001,2,,,2,1,1,1,5,1,1,1,31008,1,31001,1,31003,1,31012,1,140,1,129,1,,5,8,0,0,5,10,8,5,5,8,5,97,96,5,10,0,8,8,10,10,0,8,0,8,5,5,10,0,10,10,2,0,2,2,7,2,96,96,96,5,0,2,1,,4,2,2,5,2,3,3,4,3,3,1,15,5,1,2,2,2,1,1,1,2,2,1,3,2,1,1,2,1,1,2,2,1,2,5000,4,,3,3,,2,3,3.0,112.0,2,1.17142423375575
"177249199",564.0,"11/23/2022",3101805,31,1,1,1,2,25.0,4.0,2003.0,19.0,2,7,4,2,5,3,3,0,2,0,1,0,5,,2,1,2,3,2,5,4,2,6,2,2,2,3,2,3,3,2,1,2,2,1,2,2,2,3,2,1,6,1,2,97,,97,97,,97,1,,,2,1,3,3,,,,,,,,,,,,,,,,,,3,96,96,96,96,8,96,96,96,96,96,96,96,96,3,3,96,96,8,96,96,96,97,97,96,96,5,96,96,96,96,97,97,97,97,97,97,97,97,97,95,2,2,2,,,2,5,5,3,3,4,3,4,2,97,97,1,2,2,2,1,1,1,2,1,1,1,2,97,1,2,1,1,2,2,3,2,3600,3,,5,5,1,9,1,3.0,112.0,2,0.697592831965485
"177249200",565.0,"11/23/2022",3101805,31,1,1,1,2,5.0,1.0,1981.0,41.0,4,7,3,1,2,3,2,0,3,0,2,0,0,,2,1,2,5,5,2,4,5,6,3,3,3,3,4,2,4,3,3,3,2,3,2,3,2,2,2,1,98,1,98,31010,,97,97,,31008,2,,,3,2,1,1,5,1,2,1,31008,1,31001,1,97,3,97,3,97,3,97,3,,4,96,96,96,96,6,6,96,4,1,96,96,96,5,2,7,96,96,7,2,2,5,96,3,96,96,4,97,97,97,97,1,9,97,2,9,97,96,96,97,5,4,2,2,,,2,5,3,3,4,4,4,4,2,40,40,1,1,1,2,1,2,3,3,2,1,3,2,2,2,2,1,1,2,2,1,2,1800,2,,2,5,1,7,1,4.0,112.0,2,0.353543642798089
"177249201",566.0,"11/23/2022",3101805,31,1,1,2,1,16.0,11.0,1993.0,29.0,3,9,1,1,1,3,1,0,0,3,5,7,7,2,1,1,1,5,4,5,5,2,7,3,2,1,1,2,2,2,2,2,2,2,2,2,1,5,4,2,1,6,1,2,31004,,232,369,,31001,1,,,2,1,1,1,5,1,1,1,31008,1,31001,1,31003,1,97,3,97,3,97,3,,5,5,0,3,2,9,8,9,5,8,8,5,4,8,6,0,2,1,10,6,4,5,9,8,3,96,9,3,9,6,7,0,2,5,5,0,3,7,9,5,2,2,1,,4,1,2,5,5,3,3,97,3,5,1,40,40,1,2,1,2,2,1,1,2,2,1,3,2,1,1,2,1,1,2,2,1,2,2000,2,,5,3,,7,1,2.0,112.0,2,0.278312883672482
"177249202",567.0,"11/23/2022",3101805,31,1,1,1,2,31.0,10.0,1987.0,35.0,4,9,1,1,1,3,3,0,2,0,0,0,0,,4,1,1,5,3,5,5,5,8,3,3,1,3,4,2,4,2,4,4,2,3,3,1,4,4,3,1,6,1,2,31010,,97,97,,97,3,,,4,1,1,1,3,1,50,4,31008,1,31001,1,31012,1,97,3,97,3,97,3,,2,96,4,96,96,5,96,96,97,96,96,97,97,4,8,0,96,96,5,5,96,96,96,1,96,96,8,97,97,96,96,2,96,96,4,6,97,96,96,4,4,2,2,2,,,2,5,5,3,3,4,4,3,2,4,4,2,2,2,2,2,1,1,2,2,1,2,1,2,1,97,1,1,2,2,1,2,2800,3,,2,3,,9,1,2.0,112.0,2,0.511857537880931
